,gtq8_7,gtq15_6,gtq24_6,gtq25_6,pc.gt2,lpc.gt2,avg.gt2,gtq8.6,gtq15.5,gtq24.5,gtq25.5,pc2.dig,lpc2.dig,Trade,Coop_Clust,Coop_RD,PROD_INN,PROC_INN,Year,Type,Region
653,0,0,1,1,0.427041106,0.474076651,0.5,0,0,1,1,0.475018866,0.444248003,0,1,0,1,0,2018,Micro,podlaskie
654,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,,Small,?l?skie
655,0,0,0,1,0.205856032,0.12996948,0.25,0,0,0,1,0.231897007,0.125862072,0,1,0,0,0,2020,Micro,ma?opolskie
656,0,0,1,1,0.427041106,0.474076651,0.5,0,0,1,1,0.475018866,0.444248003,0,1,1,0,0,2024,Micro,podkarpackie
657,0,0,0,1,0.205856032,0.12996948,0.25,0,0,0,0,0,0,0,1,0,0,0,2017,LocGov,dolno?l?skie
658,1,1,1,1,1,1,1,0,0,1,1,0.475018866,0.444248003,0,0,0,1,1,2024,Middle,kujawsko-pomorskie
659,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,2013,Sci,?l?skie
660,0,0,1,1,0.427041106,0.474076651,0.5,0,0,1,1,0.475018866,0.444248003,0,1,0,0,0,2015,Sci,dolno?l?skie
661,0,0,1,1,0.427041106,0.474076651,0.5,0,1,1,1,0.744912366,0.750782825,0,1,1,0,1,2003,Micro,dolno?l?skie
662,0,0,1,1,0.427041106,0.474076651,0.5,1,0,1,1,0.7301065,0.693465178,0,1,1,1,0,2024,Small,?l?skie
663,0,0,0,1,0.205856032,0.12996948,0.25,0,0,0,1,0.231897007,0.125862072,0,0,0,0,0,,Large,?ódzkie
664,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2024,Small,?ódzkie
665,0,0,0,1,0.205856032,0.12996948,0.25,0,0,0,1,0.231897007,0.125862072,0,0,0,0,0,2014,Micro,podlaskie
666,0,0,0,1,0.205856032,0.12996948,0.25,0,0,0,1,0.231897007,0.125862072,0,0,0,0,0,2022,Middle,?l?skie
667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,2016,Small,lubelskie
668,0,0,1,1,0.427041106,0.474076651,0.5,1,0,1,1,0.7301065,0.693465178,0,1,0,0,0,2022,Middle,zachodniopomorskie
669,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,2023,Middle,wielkopolskie
670,0,0,1,1,0.427041106,0.474076651,0.5,0,0,1,1,0.475018866,0.444248003,0,1,0,0,0,2025,Micro,podlaskie
671,0,0,0,1,0.205856032,0.12996948,0.25,0,0,0,1,0.231897007,0.125862072,0,1,0,0,0,2015,Middle,lubuskie
672,0,0,1,0,0.221185074,0.344107172,0.25,1,1,1,1,1,1,0,1,1,0,0,2022,Micro,lubuskie
673,0,1,0,1,0.494432744,0.406716826,0.5,0,0,0,1,0.231897007,0.125862072,1,1,0,0,0,2020,Small,podlaskie
674,1,1,1,1,1,1,1,1,1,0,1,0.756878141,0.681614069,1,1,0,1,1,2022,Small,mazowieckie
675,0,0,0,0,0,0,0,0,0,1,0,0.243121859,0.318385931,1,1,0,0,0,2024,Micro,ma?opolskie
676,0,0,0,1,0.205856032,0.12996948,0.25,0,0,0,1,0.231897007,0.125862072,0,1,1,0,0,2006,BusEnv,ma?opolskie
677,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,1,2015,BusEnv,podkarpackie
678,1,1,1,0,0.794143968,0.87003052,0.75,1,1,1,1,1,1,0,1,0,0,0,2023,Sci,?l?skie
679,0,0,1,1,0.427041106,0.474076651,0.5,0,0,1,1,0.475018866,0.444248003,0,1,0,0,0,2021,Micro,mazowieckie
680,0,0,1,1,0.427041106,0.474076651,0.5,0,0,1,1,0.475018866,0.444248003,0,1,0,0,1,2015,Small,pomorskie
681,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2020,Small,podlaskie
682,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,2014,Middle,warmi?sko-mazurskie
683,0,0,1,0,0.221185074,0.344107172,0.25,0,0,1,1,0.475018866,0.444248003,0,1,1,0,1,2022,Micro,wielkopolskie
684,0,0,1,1,0.427041106,0.474076651,0.5,1,0,1,1,0.7301065,0.693465178,0,1,0,0,1,2016,Middle,zachodniopomorskie
685,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,0,2015,Sci,?l?skie
686,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2014,Middle,podlaskie
687,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,2017,Small,lubelskie
688,1,0,1,1,0.711423288,0.723252654,0.75,0,1,1,1,0.744912366,0.750782825,0,1,1,0,0,2023,Micro,mazowieckie
689,1,1,1,1,1,1,1,0,0,0,1,0.231897007,0.125862072,0,1,1,0,1,2011,Sci,podkarpackie
690,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2018,Other,dolno?l?skie
691,0,0,0,0,0,0,0,0,0,1,1,0.475018866,0.444248003,0,1,0,0,0,2016,Large,podkarpackie
692,0,0,1,1,0.427041106,0.474076651,0.5,0,0,1,1,0.475018866,0.444248003,0,1,1,0,0,2012,Small,mazowieckie
693,0,0,1,1,0.427041106,0.474076651,0.5,0,1,1,1,0.744912366,0.750782825,1,1,1,1,0,2018,Sci,podkarpackie
694,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,2018,Large,podkarpackie
695,0,0,0,1,0.205856032,0.12996948,0.25,0,0,1,1,0.475018866,0.444248003,0,1,0,1,0,2020,Small,podlaskie
696,0,0,1,1,0.427041106,0.474076651,0.5,0,0,1,1,0.475018866,0.444248003,0,1,0,0,0,2013,Small,
697,0,0,0,1,0.205856032,0.12996948,0.25,0,0,0,1,0.231897007,0.125862072,0,0,0,0,0,2022,Middle,opolskie
698,0,0,0,1,0.205856032,0.12996948,0.25,0,0,1,1,0.475018866,0.444248003,1,1,1,0,1,2023,Micro,mazowieckie
699,0,0,0,0,0,0,0,0,0,1,0,0.243121859,0.318385931,0,1,0,0,0,2022,Small,wielkopolskie
700,0,0,1,1,0.427041106,0.474076651,0.5,0,0,1,1,0.475018866,0.444248003,1,1,0,0,0,2021,Micro,ma?opolskie
701,0,1,1,1,0.715617818,0.750823998,0.75,0,1,1,1,0.744912366,0.750782825,1,1,1,1,0,2014,Middle,podkarpackie
702,0,0,0,0,0,0,0,1,0,1,0,0.498209493,0.567603106,0,1,0,0,1,2013,Middle,kujawsko-pomorskie
703,0,1,1,1,0.715617818,0.750823998,0.75,0,0,1,1,0.475018866,0.444248003,0,1,0,0,0,2020,Large,podlaskie
704,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2020,Micro,lubuskie
705,1,1,1,1,1,1,1,0,0,1,1,0.475018866,0.444248003,0,1,1,0,1,2015,Middle,pomorskie
706,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015,Micro,dolno?l?skie
707,0,0,0,1,0.205856032,0.12996948,0.25,1,1,0,1,0.756878141,0.681614069,0,1,0,1,1,2011,Micro,podkarpackie
708,0,1,1,1,0.715617818,0.750823998,0.75,0,1,1,1,0.744912366,0.750782825,1,1,1,1,1,2021,Small,kujawsko-pomorskie
709,0,1,1,1,0.715617818,0.750823998,0.75,1,1,1,1,1,1,1,1,1,1,1,2016,Micro,podkarpackie
710,0,0,0,1,0.205856032,0.12996948,0.25,1,0,1,0,0.498209493,0.567603106,0,1,1,1,1,2022,Micro,kujawsko-pomorskie
711,0,0,0,1,0.205856032,0.12996948,0.25,1,0,0,1,0.486984641,0.375079247,0,1,0,0,0,2018,Small,warmi?sko-mazurskie
712,0,1,1,1,0.715617818,0.750823998,0.75,0,1,1,1,0.744912366,0.750782825,1,1,1,0,1,2009,Sci,pomorskie
713,0,0,1,1,0.427041106,0.474076651,0.5,1,0,1,1,0.7301065,0.693465178,0,1,0,0,1,,Micro,kujawsko-pomorskie
714,0,0,0,0,0,0,0,0,0,0,1,0.231897007,0.125862072,0,0,0,0,0,2025,Middle,zachodniopomorskie
715,0,0,1,1,0.427041106,0.474076651,0.5,0,0,0,1,0.231897007,0.125862072,0,1,1,0,0,2011,Micro,podkarpackie
716,0,0,0,1,0.205856032,0.12996948,0.25,1,1,1,1,1,1,0,1,1,0,1,,Micro,zachodniopomorskie
717,0,0,1,1,0.427041106,0.474076651,0.5,0,0,1,1,0.475018866,0.444248003,1,1,0,1,1,2016,Micro,ma?opolskie
718,0,0,0,1,0.205856032,0.12996948,0.25,0,0,0,1,0.231897007,0.125862072,0,1,0,0,0,2018,Micro,podkarpackie
719,0,0,1,1,0.427041106,0.474076651,0.5,0,0,1,1,0.475018866,0.444248003,1,1,0,0,0,2016,Large,opolskie
720,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,2023,Micro,lubelskie
721,0,0,1,1,0.427041106,0.474076651,0.5,0,0,1,1,0.475018866,0.444248003,1,1,0,0,1,2012,Middle,wielkopolskie
722,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,1,0,2017,Small,lubelskie
723,0,0,1,1,0.427041106,0.474076651,0.5,1,1,1,1,1,1,0,1,0,1,1,,Large,
724,1,1,1,1,1,1,1,1,0,1,1,0.7301065,0.693465178,0,1,1,0,1,2022,Middle,wielkopolskie
725,0,0,1,1,0.427041106,0.474076651,0.5,0,0,1,1,0.475018866,0.444248003,0,1,1,0,0,2009,Micro,mazowieckie
726,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2019,Micro,?ódzkie
727,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,2019,Middle,ma?opolskie
728,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,2008,Middle,lubuskie
729,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2013,Middle,lubelskie
730,1,1,1,1,1,1,1,0,0,1,1,0.475018866,0.444248003,0,1,1,0,1,2014,Sci,?l?skie
731,0,0,1,0,0.221185074,0.344107172,0.25,0,0,1,1,0.475018866,0.444248003,0,1,0,0,0,2024,Micro,mazowieckie
732,1,1,1,1,1,1,1,0,0,0,1,0.231897007,0.125862072,0,1,0,0,1,2024,Middle,ma?opolskie
733,0,0,0,0,0,0,0,0,0,1,0,0.243121859,0.318385931,1,1,0,0,1,2020,Middle,ma?opolskie
